,slug,#,name,symbol,marketcap,price,totalsupply,volume,change1h,change24h,change7d,more-options
780,blitzpredict,"
781
",XBP,XBP,1856521.42388,0.00559709,331694045.277,8849.79,0.04%,-13.86%,-21.72%,Add to Watchlist
781,bitswift,"
782
",SWIFT,SWIFT,1850469.06859,0.476356,3884634.745,5880.27,0.70%,-4.46%,-32.34%,Add to Watchlist
782,goldmint,"
783
",MNTP,MNTP,1846244.62386,0.964098,1914996.84042,28910.4,0.04%,-6.54%,-36.40%,Add to Watchlist
783,trakinvest,"
784
",TRAK,TRAK,1844512.03898,0.0467611,39445437.3182,733.041,-0.03%,-10.04%,-40.00%,Add to Watchlist
784,primalbase,"
785
",PBT,PBT,1842500.0,1474.0,1250.0,547915.0,0.07%,-2.94%,-33.71%,Add to Watchlist
785,magi,"
786
",XMG,XMG,1841228.53061,0.228611,8053980.47605,17344.4,0.05%,-3.03%,-21.05%,Add to Watchlist
786,litedoge,"
787
",LDOGE,LDOGE,1834474.3147,0.000122208,15011082046.2,2584.4,14.40%,13.77%,7.64%,Add to Watchlist
787,ethersportz,"
788
",ESZ,ESZ,1796019.55212,0.363449,4941599.92769,4846.35,0.04%,-7.04%,-23.34%,Add to Watchlist
788,trustplus,"
789
",TRUST,TRUST,1795052.48543,0.055944,32086595.2637,6715.48,-1.07%,-10.42%,-26.82%,Add to Watchlist
789,bowhead,"
790
",AHT,AHT,1794840.0,0.224355,8000000.0,1144.53,0.05%,49.33%,19.96%,Add to Watchlist
790,ergo,"
791
",EFYT,EFYT,1785915.149,4.49513,397300.0,83858.5,1.79%,-1.42%,-24.64%,Add to Watchlist
791,rupaya,"
792
",RUPX,RUPX,1776815.72036,0.0755359,23522798.0385,5993.19,-1.08%,-6.80%,-26.64%,Add to Watchlist
792,eventchain,"
793
",EVC,EVC,1762278.02682,0.056392,31250497.0,6230.27,-5.12%,-7.52%,-19.67%,Add to Watchlist
793,putincoin,"
794
",PUT,PUT,1735799.63834,0.00403596,430083459.286,669.603,0.16%,-1.62%,-20.39%,Add to Watchlist
794,hat-exchange,"
795
",HAT,HAT,1720780.59996,1.14834,1498494.0,6850.62,0.01%,-12.02%,-23.34%,Add to Watchlist
795,coinlancer,"
796
",CL,CL,1691642.55574,0.0239383,70666779.0,14933.4,3.44%,-9.31%,2.73%,Add to Watchlist
796,condensate,"
797
",RAIN,RAIN,1647978.02756,0.00838167,196616906.603,2254.3,-2.02%,-10.08%,-18.41%,Add to Watchlist
797,tokenstars,"
798
",TEAM,TEAM,1629189.75154,0.165475,9845534.0779,68999.5,-3.01%,-11.04%,-19.57%,Add to Watchlist
798,trezarcoin,"
799
",TZC,TZC,1604655.32598,0.0167643,95718600.0,2467.67,-0.86%,-2.85%,-18.29%,Add to Watchlist
799,capricoin,"
800
",CPC,CPC,1583976.31775,0.79595,1990045.0,32689.8,0.02%,-1.52%,-5.10%,Add to Watchlist
800,intensecoin,"
801
",ITNS,ITNS,1543538.41667,0.00358441,430625519.03,4947.63,-0.69%,3.32%,-1.53%,Add to Watchlist
801,chaincoin,"
802
",CHC,CHC,1538576.2707,0.101322,15185016.7851,932.161,2.45%,8.72%,-23.90%,Add to Watchlist
802,ethbits,"
803
",ETBS,ETBS,1510710.96319,1.08559,1391603.61019,1449.33,-9.95%,-27.56%,-46.68%,Add to Watchlist
803,crycash,"
804
",CRC,CRC,1506204.61302,0.330915,4551635.95792,1406.38,0.25%,-3.22%,-27.38%,Add to Watchlist
804,zero,"
805
",ZER,ZER,1482011.50317,0.493581,3002570.0,5656.9,-3.57%,-1.14%,-29.13%,Add to Watchlist
805,hirematch,"
 806
",HIRE,HIRE,1476320.1627,0.0459917,32099708.4843,6600.95,1.06%,-0.02%,-21.55%,Add to Watchlist
806,yocoin,"
807
",YOC,YOC,1453381.36686,0.0129541,112194700.277,11145.1,0.54%,3.67%,-16.09%,Add to Watchlist
807,obsidian,"
808
",ODN,ODN,1421027.5,0.0568411,25000000.0,3496.86,-3.00%,-3.74%,-26.25%,Add to Watchlist
808,belugapay,"
809
",BBI,BBI,1413785.75408,0.285702,4948462.92319,113802.0,0.02%,-5.66%,1.10%,Add to Watchlist
809,datarius-credit,"
810
",DTRC,DTRC,1394852.48068,0.0115567,120696434.162,140470.0,0.17%,-4.09%,141.07%,Add to Watchlist
810,ucom,"
811
",UCOM,UCOM,1363639.64835,1.0569,1290225.80031,2475.46,0.05%,-12.02%,-27.31%,Add to Watchlist
811,magnet,"
812
",MAG,MAG,1363144.50335,0.0514435,26497895.8148,3746.34,-0.90%,-6.95%,-21.08%,Add to Watchlist
812,boutspro,"
813
",BOUTS,BOUTS,1345347.38141,0.0175598,76615188.1802,32394.7,1.15%,4.60%,-22.16%,Add to Watchlist
813,magiccoin,"
814
",MAGE,MAGE,1342568.13381,0.181655,7390757.9412,3102.9,8.38%,3.70%,-20.13%,Add to Watchlist
814,blocklancer,"
815
",LNC,LNC,1323057.99486,0.0110126,120140384.183,4452.25,0.16%,-8.08%,-19.53%,Add to Watchlist
815,digitalprice,"
816
",DP,DP,1287241.20702,0.0650757,19780674.0,7205.31,0.05%,-1.73%,-19.57%,Add to Watchlist
816,skincoin,"
817
",SKIN,SKIN,1280609.35847,0.0145221,88183483.0,13627.4,0.05%,-1.18%,-11.19%,Add to Watchlist
817,vivo,"
818
",VIVO,VIVO,1271721.65298,0.646762,1966290.0,12590.9,-0.01%,-6.43%,-9.61%,Add to Watchlist
818,ellaism,"
819
",ELLA,ELLA,1263887.61264,0.162585,"
7,773,704
",2659.38,0.36%,-3.33%,-26.27%,Add to Watchlist
819,soma,"
820
",SCT,SCT,1260099.75438,0.237237,5311565.03574,11212.0,5.59%,-17.46%,-57.12%,Add to Watchlist
820,linx,"
821
",LINX,LINX,1255573.99403,0.0508693,24682352.5,7772.47,0.09%,0.25%,-24.22%,Add to Watchlist
821,origami,"
822
",ORI,ORI,1244136.81051,0.294409,4225879.0,8318.27,-5.85%,-21.18%,-41.59%,Add to Watchlist
822,ebtcnew,"
823
",EBTC,EBTC,1238991.9559,0.0655651,18897126.0,5899.23,0.40%,-2.93%,-14.30%,Add to Watchlist
823,tidex-token,"
824
",TDX,TDX,1210717.92991,0.127444,9499999.45,11341.7,0.07%,-3.50%,-22.78%,Add to Watchlist
824,deutsche-emark,"
825
",DEM,DEM,1207135.23795,0.03145,38382678.4722,4672.81,-0.29%,-16.96%,-17.97%,Add to Watchlist
825,equitrader,"
826
",EQT,EQT,1206291.3288,0.112829,10691323.408,2421.1,0.05%,-5.63%,-26.58%,Add to Watchlist
826,bitdeal,"
827
",BDL,BDL,1199916.81547,0.00683387,175583793.0,9295.43,-7.45%,1.91%,-14.62%,Add to Watchlist
827,flik,"
828
",FLIK,FLIK,1168738.2453,0.0194389,60123682.1681,1005.39,13.02%,-16.10%,12.17%,Add to Watchlist
828,machinecoin,"
829
",MAC,MAC,1166324.10537,0.0544115,21435250.0,1421.37,-3.51%,-12.55%,-11.92%,Add to Watchlist
829,innova,"
830
",INN,INN,1166192.83324,0.353178,3301997.38727,9690.4,3.50%,-4.40%,-11.79%,Add to Watchlist
830,qvolta,"
831
",QVT,QVT,1163230.10737,0.165155,7043263.04,21175.7,1.10%,-4.40%,-35.08%,Add to Watchlist
831,biotron,"
832
",BTRN,BTRN,1159393.14927,0.0558625,20754408.5794,109293.0,0.02%,-6.13%,-28.63%,Add to Watchlist
832,unbreakablecoin,"
833
",UNB,UNB,1159074.87885,0.508779,2278150.0,9369.42,0.19%,-1.88%,-25.27%,Add to Watchlist
833,earth-token,"
834
",EARTH,EARTH,1148342.84237,0.00559348,205300250.0,65313.2,8.82%,-22.48%,-51.52%,Add to Watchlist
834,bytecent,"
835
",BYC,BYC,1143507.20118,0.532083,2149114.33213,7674.08,0.05%,-4.45%,-4.35%,Add to Watchlist
835,chronologic,"
836
",DAY,DAY,1139292.56114,1.63363,697399.38734,2653.67,0.03%,-10.20%,-35.18%,Add to Watchlist
836,bitzeny,"
837
",ZNY,ZNY,1133355.4947,0.0149886,75614500.0,3854.32,3.50%,14.42%,-21.15%,Add to Watchlist
837,ongsocial,"
838
",ONG,ONG,1108170.91629,0.0412903,26838529.0563,6770.25,0.04%,-4.60%,-4.12%,Add to Watchlist
838,arcticcoin,"
839
",ARC,ARC,1075425.36628,0.0433802,24790696.361,18777.6,-1.65%,23.05%,-3.08%,Add to Watchlist
839,bitwhite,"
840
",BTW,BTW,1060882.46935,0.029205,36325371.3184,56517.2,-0.96%,-4.66%,-9.96%,Add to Watchlist
840,centra,"
841
",CTR,CTR,1041243.2,0.0153124,68000000.0,6090.58,-0.12%,-4.34%,-15.79%,Add to Watchlist
841,digitalcoin,"
842
",DGC,DGC,1040290.68587,0.0356877,29149838.344,2260.53,0.02%,0.24%,-24.70%,Add to Watchlist
842,incakoin,"
843
",NKA,NKA,1034558.15691,6.90018e-05,14993205349.9,3079.86,0.39%,-18.82%,68.20%,Add to Watchlist
843,inpay,"
844
",INPAY,INPAY,1033330.0,0.103333,10000000.0,571.506,0.05%,-23.95%,-39.46%,Add to Watchlist
844,fundyourselfnow,"
845
",FYN,FYN,1025790.21553,1.10612,927376.971332,41353.4,0.03%,1.06%,-20.25%,Add to Watchlist
845,tigereum,"
846
",TIG,TIG,1000482.97428,0.0686085,14582493.0479,2462.95,-0.50%,-10.42%,-26.33%,Add to Watchlist
846,808coin,"
847
",808,808,996682.881067,1.25744e-05,79262857954.8,5505.36,-0.17%,-6.71%,-2.56%,Add to Watchlist
847,unitus,"
848
",UIS,UIS,979030.904621,0.0166457,58815844.6098,1356.41,-0.39%,-2.62%,-27.42%,Add to Watchlist
848,megacoin,"
849
",MEC,MEC,978583.897896,0.0263436,37146931.2431,5472.01,0.05%,-0.15%,-16.29%,Add to Watchlist
849,intelligent-trading-foundation,"
850
",ITT,ITT,972415.572375,0.0992271,9799899.14424,6752.5,-7.07%,6.97%,84.28%,Add to Watchlist
850,wild-crypto,"
851
",WILD,WILD,970663.155448,0.0398246,24373456.4929,7681.79,-0.65%,-8.78%,4.24%,Add to Watchlist
851,fantasy-cash,"
852
",FANS,FANS,969552.230276,0.210676,4602101.0,14532.4,0.05%,0.36%,-15.03%,Add to Watchlist
852,onix,"
853
",ONX,ONX,963982.052021,0.00904657,106557739.787,581.289,0.03%,-4.32%,-22.74%,Add to Watchlist
853,centurion,"
854
",CNT,CNT,949176.214095,0.0122216,77663825.8571,19069.0,1.31%,11.92%,203.50%,Add to Watchlist
854,jesus-coin,"
855
",JC,JC,939863.191468,5.23089e-05,17967557938.9,911.541,0.02%,18.20%,-53.19%,Add to Watchlist
855,shekel,"
856
",JEW,JEW,936628.860259,0.0091018,102905893.368,1478.01,-4.00%,-2.94%,-17.68%,Add to Watchlist
856,masternodecoin,"
857
",MTNC,MTNC,930893.379779,0.0179484,51864978.4816,1237.81,0.05%,-4.48%,-33.59%,Add to Watchlist
857,draftcoin,"
858
",DFT,DFT,929149.676708,0.118284,7855243.96121,11682.4,-2.69%,-10.29%,-19.33%,Add to Watchlist
858,unicoin,"
859
",UNIC,UNIC,884008.499371,0.293109,3015971.8718,2133.08,13.40%,-26.07%,3.68%,Add to Watchlist
859,wearesatoshi,"
860
",WSX,WSX,880641.372989,0.0358968,24532587.1105,7587.84,-0.38%,-7.93%,-28.39%,Add to Watchlist
860,apr-coin,"
861
",APR,APR,848947.519635,1.6976,500086.898937,48042.8,-0.05%,-19.80%,-47.33%,Add to Watchlist
861,fantomcoin,"
862
",FCN,FCN,842072.672202,0.115796,7272035.92699,1450.74,0.05%,-11.96%,-25.04%,Add to Watchlist
862,student-coin,"
863
",STU,STU,841293.518404,0.0175109,48043990.7945,55082.1,-0.03%,-2.24%,-19.73%,Add to Watchlist
863,mazacoin,"
864
",MZC,MZC,840158.266623,0.000796098,1055345279.88,581.242,0.03%,-1.25%,-8.12%,Add to Watchlist
864,woodcoin,"
865
",LOG,LOG,836817.145374,0.104144,8035193.0536,3512.85,0.05%,-1.01%,-22.93%,Add to Watchlist
865,dinastycoin,"
866
",DCY,DCY,828153.327994,0.000504176,1642587762.99,2595.02,0.03%,2.49%,-15.55%,Add to Watchlist
866,petrodollar,"
867
",XPD,XPD,821801.636102,0.012842,"
63,993,275
",1425.63,3.14%,-1.04%,-33.66%,Add to Watchlist
867,cryptonite,"
868
",XCN,XCN,813714.839126,0.0019542,416392815.027,671.566,0.05%,3.87%,-25.74%,Add to Watchlist
868,zetacoin,"
869
",ZET,ZET,811541.644796,0.00482785,168095869.755,3583.28,0.05%,-4.57%,-22.31%,Add to Watchlist
869,miners-reward-token,"
870
",MRT,MRT,805255.0,0.0805255,"
10,000,000
*
",3906.52,0.14%,-6.64%,-39.03%,Add to Watchlist
870,vulcano,"
871
",VULC,VULC,799744.233857,0.000651353,1227819989.86,1440.5,10.54%,-10.01%,-18.26%,Add to Watchlist
871,kolion,"
872
",KLN,KLN,796502.79324,1.13701,700524.0,17338.8,-0.12%,-8.70%,-31.68%,Add to Watchlist
872,version,"
873
",V,V,795663.047022,0.0015922,499725566.526,518.485,0.05%,-19.56%,-15.62%,Add to Watchlist
873,nitro,"
874
",NOX,NOX,794044.492206,0.112015,7088733.58217,113908.0,0.48%,21.23%,3.93%,Add to Watchlist
874,farad,"
875
",FRD,FRD,782705.322945,0.0057898,135186936.154,1515.63,14.34%,-21.00%,-42.10%,Add to Watchlist
875,procurrency,"
876
",PROC,PROC,754035.437658,0.00767149,98290610.7755,6257.28,1.00%,-3.03%,-21.40%,Add to Watchlist
876,equal,"
877
",EQL,EQL,753883.002522,0.00232933,323648002.869,2682.97,-6.16%,-5.47%,-15.49%,Add to Watchlist
877,popularcoin,"
878
",POP,POP,748965.170926,0.000217118,3449576593.96,1532.87,-24.97%,-39.34%,-51.90%,Add to Watchlist
878,oceanlab,"
879
 ",OCL,OCL,746738.85,0.0160589,46500000.0,2513.56,2.11%,8.65%,-28.57%,Add to Watchlist
879,platinumbar,"
880
",XPTX,XPTX,745558.506197,0.820508,908654.767774,2472.4,0.05%,-15.61%,-8.29%,Add to Watchlist
880,adzcoin,"
881
",ADZ,ADZ,744056.250768,0.017043,43657586.7376,5834.55,4.41%,-3.78%,7.48%,Add to Watchlist
881,emphy,"
882
",EPY,EPY,714433.290633,0.0927005,7706897.92,722.971,-0.03%,-17.18%,-35.86%,Add to Watchlist
882,eltcoin,"
883
",ELTCOIN,ELTCOIN,713002.5,0.00792225,90000000.0,2407.96,0.04%,-1.25%,-36.58%,Add to Watchlist
883,aerium,"
884
",AERM,AERM,702028.762082,0.0062829,111736421.411,9064.32,-6.95%,-2.22%,1.42%,Add to Watchlist
884,inflationcoin,"
885
",IFLT,IFLT,695066.084995,1.55183e-05,44790092020.1,871.207,-2.23%,1.19%,-11.45%,Add to Watchlist
885,sagacoin,"
886
",SAGA,SAGA,686257.733167,0.190422,3603878.40253,3070.87,-0.24%,-8.67%,-41.69%,Add to Watchlist
886,roulettetoken,"
887
",RLT,RLT,682534.441084,0.0667999,10217596.7492,16090.6,0.05%,-4.20%,33.64%,Add to Watchlist
887,piplcoin,"
888
",PIPL,PIPL,664406.547159,0.00796228,83444258.0716,590.043,-0.39%,5.63%,-21.81%,Add to Watchlist
888,mcap,"
889
",MCAP,MCAP,655775.007,0.0625143,10490000.0,16203.9,-1.23%,-7.06%,-30.89%,Add to Watchlist
889,startcoin,"
890
",START,START,654269.967576,0.0145136,45079785.0,2729.44,0.05%,2.29%,6.20%,Add to Watchlist
890,unify,"
891
",UNIFY,UNIFY,622983.990477,0.0348799,17860830.75,1548.08,-0.46%,-5.76%,-22.15%,Add to Watchlist
891,drp-utility,"
892
",DRPU,DRPU,610235.517499,0.172853,3530372.73,915.053,0.02%,-0.55%,-23.21%,Add to Watchlist
892,happycoin,"
893
",HPC,HPC,598730.585756,0.041443,14447086.0159,43210.4,2.09%,-0.71%,-19.46%,Add to Watchlist
893,cream,"
894
",CRM,CRM,596094.071408,0.0132146,45108748.7633,858.315,-0.58%,-4.54%,-18.45%,Add to Watchlist
894,qbic,"
895
",QBIC,QBIC,582222.966286,0.30912,1883485.26878,5886.06,-0.19%,-3.32%,-28.89%,Add to Watchlist
895,authorship,"
896
",ATS,ATS,581257.151547,0.00590286,98470428.1563,1992.16,0.05%,-7.34%,-23.71%,Add to Watchlist
896,insanecoin-insn,"
897
",INSN,INSN,575711.493837,0.0286119,20121400.3208,1728.79,-0.20%,-3.00%,-23.83%,Add to Watchlist
897,jetcoin,"
898
",JET,JET,560231.331918,0.0821008,6823701.25404,17111.2,-0.83%,-3.33%,-22.27%,Add to Watchlist
898,bitradio,"
899
",BRO,BRO,548476.752023,0.0853107,6429167.17391,852.633,-1.72%,-25.05%,-39.24%,Add to Watchlist
899,guncoin,"
900
",GUN,GUN,543106.517633,0.00253304,214408978.0,517.473,-0.36%,-5.69%,-17.26%,Add to Watchlist
900,numus,"
901
",NMS,NMS,542043.778031,0.197044,2750876.85,3566.75,-0.85%,-16.14%,-30.24%,Add to Watchlist
901,deuscoin,"
902
",DEUS,DEUS,540464.499026,0.0487791,11079837.4514,1008.49,0.05%,0.39%,-16.57%,Add to Watchlist
902,piggycoin,"
903
",PIGGY,PIGGY,531871.236336,0.00108559,489937486.838,802.198,0.05%,-12.73%,-24.87%,Add to Watchlist
903,bitsum,"
904
",BSM,BSM,528277.985826,0.000651353,811047137.0,2010.83,0.05%,-8.27%,-46.03%,Add to Watchlist
904,suretly,"
905
",SUR,SUR,527334.638152,2.3755,221988.902611,1373.36,-0.28%,-1.61%,-27.48%,Add to Watchlist
905,arbitragect,"
906
",ARCT,ARCT,517334.226808,0.00603506,85721472.0,4220.22,-0.20%,-1.94%,-11.22%,Add to Watchlist
906,greenmed,"
907
",GRMD,GRMD,508223.472038,0.0472442,10757372.8,1318.24,0.02%,-1.65%,-41.60%,Add to Watchlist
907,minereum,"
908
",MNE,MNE,502069.507322,0.169054,2969876.53248,2405.01,1.20%,-3.43%,-33.12%,Add to Watchlist
908,phoenixcoin,"
909
",PXC,PXC,501778.121079,0.00752674,66666062.7415,1166.79,0.05%,10.43%,-2.52%,Add to Watchlist
909,sugar-exchange,"
910
",SGR,SGR,486227.0,0.138922,3500000.0,10232.2,-3.02%,-7.02%,-30.51%,Add to Watchlist
910,veros,"
911
",VRS,VRS,471562.382104,0.0380727,12385840.303,12863.4,0.48%,-5.04%,-28.21%,Add to Watchlist
911,accelerator-network,"
912
",ACC,ACC,463867.555207,1.21843,380709.236646,1980.98,-7.04%,-19.86%,-56.01%,Add to Watchlist
912,escoro,"
913
",ESC,ESC,459671.193,0.213354,2154500.0,25327.6,3.49%,62.43%,-26.73%,Add to Watchlist
913,leviar,"
914
",XLC,XLC,457112.494617,0.0384298,11894740.3998,4304.44,0.05%,-13.04%,-37.26%,Add to Watchlist
914,ethereumcash,"
915
",ECASH,ECASH,446958.72,0.0316992,14100000.0,515.444,6.88%,1.81%,-14.93%,Add to Watchlist
915,cryptocarbon,"
916
",CCRB,CCRB,440650.941255,0.123705,3562111.0,53172.0,1.66%,0.12%,-22.74%,Add to Watchlist
916,regalcoin,"
917
",REC,REC,428366.207677,0.0334687,12799009.4529,1953.55,-0.53%,-11.40%,-8.61%,Add to Watchlist
917,droxne,"
918
",DRXNE,DRXNE,423435.759873,0.0057898,73134781.8358,745.002,0.03%,5.96%,-22.81%,Add to Watchlist
918,bitbtc,"
919
",BITBTC,BITBTC,409687.979232,8015.84,51.1098,1543.96,-0.01%,-2.76%,-14.31%,Add to Watchlist
919,nushares,"
920
",NSR,NSR,402043.821427,0.000144745,2777600756.0,733.725,0.05%,-1.25%,3.19%,Add to Watchlist
920,stronghands,"
921
",SHND,SHND,397617.745969,7.39746e-07,537505773562.0,107096.0,6.10%,-0.16%,-6.21%,Add to Watchlist
921,octoin-coin,"
922
",OCC,OCC,388542.231941,1.02178,380260.165535,865245.0,-0.92%,-5.03%,-12.18%,Add to Watchlist
922,synergy,"
923
",SNRG,SNRG,377297.899467,0.102262,3689522.00688,579.2,0.05%,-1.32%,-31.87%,Add to Watchlist
923,opal,"
924
",OPAL,OPAL,366158.113127,0.0241724,15147776.519,542.454,0.05%,-13.94%,-34.51%,Add to Watchlist
924,golfcoin,"
925
",GOLF,GOLF,365099.952692,0.00028949,1261183297.15,2288.18,3.76%,-1.25%,45.56%,Add to Watchlist
925,digital-money-bits,"
926
",DMB,DMB,363169.850244,0.0044871,80936428.9283,2542.17,-3.08%,-4.21%,4.41%,Add to Watchlist
926,halcyon,"
927
",HAL,HAL,358674.116886,0.0607206,5906959.36612,543.169,-0.07%,-2.53%,-17.25%,Add to Watchlist
927,litecoin-plus,"
928
",LCP,LCP,356378.279091,0.245777,1450006.62833,3457.27,-2.25%,-8.30%,-28.24%,Add to Watchlist
928,cabbage,"
929
",CAB,CAB,347280.014726,0.0330743,"
10,499,996
*
",19340.9,1.15%,-20.78%,-2.46%,Add to Watchlist
929,wawllet,"
930
",WIN,WIN,316832.808627,0.0887669,3569267.4705,14309.7,15.33%,-5.69%,-41.18%,Add to Watchlist
930,senderon,"
931
",SDRN,SDRN,316163.950437,0.00716488,44126901.0,1009.39,0.05%,0.11%,-9.36%,Add to Watchlist
931,tekcoin,"
932
 ",TEK,TEK,307016.698287,0.000217118,1414054561.52,3054.72,0.05%,-16.29%,-13.25%,Add to Watchlist
932,daxxcoin,"
933
",DAXX,DAXX,301585.922784,0.00057898,520891780.0,2479.48,14.34%,-1.25%,-17.32%,Add to Watchlist
933,briacoin,"
934
",BRIA,BRIA,297372.308012,0.4,743430.77003,1662.14,0.00%,-14.88%,-26.38%,Add to Watchlist
934,op-coin,"
935
",OPC,OPC,289426.158274,0.00202719,142772092.539,102212.0,3.18%,-12.25%,-57.67%,Add to Watchlist
935,phantomx,"
936
",PNX,PNX,285601.917273,0.0116156,24587788.601,719.662,0.13%,33.05%,8.05%,Add to Watchlist
936,firstcoin,"
937
",FRST,FRST,284865.434579,0.0091281,31207527.8074,1280.7,0.04%,-14.09%,-46.48%,Add to Watchlist
937,bitgold,"
938
",BITGOLD,BITGOLD,283227.0192,1494.72,189.485,939.354,0.22%,-3.28%,-0.34%,Add to Watchlist
938,speedcash,"
939
",SCS,SCS,269801.641,0.5618,480245.0,2038.25,-2.00%,-18.62%,-43.50%,Add to Watchlist
939,granitecoin,"
940
",GRN,GRN,266736.942901,0.00687539,"
38,795,900
",535.609,0.03%,-1.31%,-15.19%,Add to Watchlist
940,crystal-clear,"
941
",CCT,CCT,263386.806221,0.0509061,5173973.37885,3379.03,-0.47%,-19.59%,-19.55%,Add to Watchlist
941,garlicoin,"
942
",GRLC,GRLC,253987.746054,0.0262445,9677751.37854,3879.9,3.57%,-14.10%,-3.54%,Add to Watchlist
942,bitair,"
943
",BTCA,BTCA,239129.8,0.000341614,700000000.0,2671.43,4.63%,-0.43%,-25.79%,Add to Watchlist
943,irishcoin,"
944
",IRL,IRL,238403.993479,0.00673065,35420649.3398,506.694,-1.02%,8.21%,-21.88%,Add to Watchlist
944,globalboost-y,"
945
",BSTY,BSTY,238299.699122,0.0165357,14411225.3562,1321.58,-0.01%,13.73%,-7.97%,Add to Watchlist
945,cartaxi-token,"
946
",CTX,CTX,234923.623727,0.00588366,39928144.0,24410.0,-0.01%,-7.99%,-34.94%,Add to Watchlist
946,chesscoin,"
947
",CHESS,CHESS,234629.192957,0.00434235,54032768.6523,802.985,1.74%,-6.96%,-6.97%,Add to Watchlist
947,manna,"
948
",MANNA,MANNA,226983.808502,0.00519734,43673072.8608,1109.33,-6.82%,13.70%,-13.97%,Add to Watchlist
948,reecoin,"
949
",REE,REE,226493.952,8.84742e-05,2560000000.0,3452.13,11.71%,-6.10%,-24.40%,Add to Watchlist
949,tokugawa,"
950
",TOK,TOK,223745.303553,0.22117,1011644.00033,7622.62,-0.64%,-12.14%,-9.00%,Add to Watchlist
950,pluscoin,"
951
",PLC,PLC,221494.931783,4.28231e-05,5172323624.01,2207.85,0.01%,-2.74%,-84.30%,Add to Watchlist
951,kubera-coin,"
952
",KBR,KBR,208740.126778,0.00182428,114423294.0,40200.4,0.75%,-14.33%,-36.52%,Add to Watchlist
952,virtacoin,"
953
",VTA,VTA,205923.508299,3.95907e-05,5201310113.21,596.88,-0.22%,-1.42%,-32.98%,Add to Watchlist
953,postcoin,"
954
",POST,POST,204644.662979,0.0128965,15868232.6972,951.786,-0.65%,-5.80%,-34.21%,Add to Watchlist
954,steneum-coin,"
955
",STN,STN,196384.424518,0.0731105,2686131.60241,5423.39,0.08%,16.97%,-21.29%,Add to Watchlist
955,c-bit,"
956
",XCT,XCT,194565.498806,0.00123435,157625875.0,1031.07,-0.79%,-0.93%,-14.44%,Add to Watchlist
956,whalecoin,"
957
",WHL,WHL,193875.714813,0.0204091,9499474.0,56709.0,-2.52%,-2.96%,-19.01%,Add to Watchlist
957,litebar,"
958
",LTB,LTB,188814.049905,0.203512,927778.459769,978.554,0.26%,2.69%,-10.52%,Add to Watchlist
958,guess,"
959
",GUESS,GUESS,183057.632222,0.0105872,17290467.0,22585.2,3.94%,-5.04%,-78.07%,Add to Watchlist
959,scorecoin,"
960
",SCORE,SCORE,182056.888125,0.00436195,41737500.0,2841.13,-4.28%,-9.32%,44.29%,Add to Watchlist
960,emerald,"
961
",EMD,EMD,170177.244598,0.00890182,19117129.3733,1444.5,0.05%,-11.99%,-26.12%,Add to Watchlist
961,bolivarcoin,"
962
",BOLI,BOLI,167356.513501,0.0162029,10328799.9988,689.286,0.03%,-3.98%,-39.56%,Add to Watchlist
962,jin-coin,"
963
",JIN,JIN,167239.134948,0.0167904,9960402.07187,934.931,0.05%,0.48%,-9.26%,Add to Watchlist
963,redcoin,"
964
",RED,RED,166264.770071,0.00224355,74107896.0,1316.69,0.05%,-7.24%,-22.72%,Add to Watchlist
964,parkbyte,"
965
",PKB,PKB,164117.372414,0.0344493,4764026.33477,2172.78,0.05%,6.82%,-17.86%,Add to Watchlist
965,ethereum-gold,"
966
",ETG,ETG,161208.0,0.013434,12000000.0,574.124,-21.59%,-14.99%,-44.74%,Add to Watchlist
966,octanox,"
967
",OTX,OTX,159943.668817,0.0188169,8500001.0,4593.7,0.05%,-13.17%,-33.98%,Add to Watchlist
967,digital-developers-fund,"
968
",DDF,DDF,158907.053768,0.0310468,5118307.0,935.501,-0.24%,-27.62%,-37.15%,Add to Watchlist
968,eternity,"
969
",ENT,ENT,156320.110366,0.0366095,4269932.95089,1349.6,0.23%,-14.63%,-31.39%,Add to Watchlist
969,crowdcoin,"
970
",CRC,CRC,152518.7433,0.109781,1389300.0,6017.74,-2.17%,-19.95%,-56.27%,Add to Watchlist
970,desire,"
971
",DSR,DSR,140416.499632,0.0468653,2996172.0,16374.5,-1.55%,-18.73%,-51.25%,Add to Watchlist
971,biteur,"
972
",BITEUR,BITEUR,137340.22884,1.27514,107706.0,2689.94,0.08%,-5.48%,0.94%,Add to Watchlist
972,bumbacoin,"
973
",BUMBA,BUMBA,132715.532399,0.00578406,22945047.6653,990.17,0.04%,-5.15%,-13.11%,Add to Watchlist
973,300-token,"
974
",300,300,130294.5,434.315,300.0,560.936,0.05%,-2.85%,-27.24%,Add to Watchlist
974,prime-xi,"
975
",PXI,PXI,124799.788397,0.00603099,20693084.949,867.074,0.05%,-16.81%,-29.91%,Add to Watchlist
975,catcoin,"
976
",CAT,CAT,122706.201625,0.0189616,6471299.97599,1493.94,-9.92%,-2.05%,-23.64%,Add to Watchlist
976,ethereum-dark,"
977
",ETHD,ETHD,120066.0,0.080044,1500000.0,1784.53,7.74%,1.34%,-7.86%,Add to Watchlist
977,helleniccoin,"
978
",HNC,HNC,117051.43286,0.00174519,67070882.1735,516.437,0.04%,-9.26%,-34.16%,Add to Watchlist
